BatchId,OrderNo,DocDate,CustomerId,CustomerName,Address1,Address2,City,ST,Zip,Phone,Comment,FCID,FCPhone,ItemNo,ItemDesc,UOM,UOMQty,LineSeq,OrderQty,Unit/Each,PickQty
122920-J STK,A376316,12/20/2020,SAF2528,Safeway 2528,615 SW Keck Drive,,McMinnville,OR,97128,--,No comment,Z-008,310-604-3200,8760,R Cook Inr. Pot,EACH,1,26,1,Each,1
122920-J STK,A376316,12/20/2020,SAF2528,Safeway 2528,615 SW Keck Drive,,McMinnville,OR,97128,--,No comment,Z-008,310-604-3200,3245,PREMIUM RICE 40 lbs,BAG,1,11,5,Unit,5
122920-J STK,A376316,12/20/2020,SAF2528,Safeway 2528,615 SW Keck Drive,,McMinnville,OR,97128,--,No comment,Z-008,310-604-3200,3256,Vinegar  H-100 Natural 5.28gal,CS,1,12,1,Unit,1
122920-J STK,A376316,12/20/2020,SAF2528,Safeway 2528,615 SW Keck Drive,,McMinnville,OR,97128,--,No comment,Z-008,310-604-3200,3235,Soy Sauce L/S 1000 pc,CS,1,10,1,Unit,1
122920-J STK,A376316,12/20/2020,SAF2528,Safeway 2528,615 SW Keck Drive,,McMinnville,OR,97128,--,No comment,Z-008,310-604-3200,3290,Fried Onions 10/1kg,CS10,10,14,1,Unit,1
122920-J STK,A376316,12/20/2020,SAF2528,Safeway 2528,615 SW Keck Drive,,McMinnville,OR,97128,--,No comment,Z-008,310-604-3200,3404,Sushi Sauce Case  4/gal,CS4,4,15,1,Unit,1
122920-J STK,A376316,12/20/2020,SAF2528,Safeway 2528,615 SW Keck Drive,,McMinnville,OR,97128,--,No comment,Z-008,310-604-3200,3640,Green Tea  24 Can,CS,1,20,1,Unit,1
122920-J STK,A376316,12/20/2020,SAF2528,Safeway 2528,615 SW Keck Drive,,McMinnville,OR,97128,--,No comment,Z-008,310-604-3200,3215,Wasabi 2.2lb,PK,1,9,2,Each,2
122920-J STK,A376316,12/20/2020,SAF2528,Safeway 2528,615 SW Keck Drive,,McMinnville,OR,97128,--,No comment,Z-008,310-604-3200,3265,Sesame Seeds 5LB,BAG,1,13,1,Each,1
122920-J STK,A376316,12/20/2020,SAF2528,Safeway 2528,615 SW Keck Drive,,McMinnville,OR,97128,--,No comment,Z-008,310-604-3200,3412,Premium Spicy Sauce 0.5G,BOT,1,16,6,Each,6
122920-J STK,A376316,12/20/2020,SAF2528,Safeway 2528,615 SW Keck Drive,,McMinnville,OR,97128,--,No comment,Z-008,310-604-3200,3605,Sushi Gari BOT,CS12,12,17,1,Unit,1
122920-J STK,A376316,12/20/2020,SAF2528,Safeway 2528,615 SW Keck Drive,,McMinnville,OR,97128,--,No comment,Z-008,310-604-3200,3610,R Sesame 4oz,CS12,12,18,1,Unit,1
122920-J STK,A376316,12/20/2020,SAF2528,Safeway 2528,615 SW Keck Drive,,McMinnville,OR,97128,--,No comment,Z-008,310-604-3200,3615,Grated Wasabi,CS20,20,19,1,Unit,1
122920-J STK,A376316,12/20/2020,SAF2528,Safeway 2528,615 SW Keck Drive,,McMinnville,OR,97128,--,No comment,Z-008,310-604-3200,5416,AFC-18 Lid  50 pcs,PK,1,21,2,Each,2
122920-J STK,A376316,12/20/2020,SAF2528,Safeway 2528,615 SW Keck Drive,,McMinnville,OR,97128,--,No comment,Z-008,310-604-3200,8182,Absorbent Pad  1 000pc,BOX,1,25,1,Each,1
122920-J STK,A376316,12/20/2020,SAF2528,Safeway 2528,615 SW Keck Drive,,McMinnville,OR,97128,--,No comment,Z-008,310-604-3200,6675,Prep Item Label 500,ROLL,1,23,1,Each,1
122920-J STK,A376316,12/20/2020,SAF2528,Safeway 2528,615 SW Keck Drive,,McMinnville,OR,97128,--,No comment,Z-008,310-604-3200,8122,Makisu 27cm,EACH,1,24,1,Each,1
122920-J STK,A376337,12/20/2020,ALB0414,Albertson 414,4301 212th St. SW,,Mountainlake Terrace,WA,98043,425-775-4154,No comment,DD-278,406-897-3729,2209,Tuna C-Tatakimi 22lbs,CS22,22,1,1,Unit,1
122920-J STK,A376337,12/20/2020,ALB0414,Albertson 414,4301 212th St. SW,,Mountainlake Terrace,WA,98043,425-775-4154,No comment,DD-278,406-897-3729,2210,MSC Tuna A,CS22,22,2,1,Unit,1
122920-J STK,A376337,12/20/2020,ALB0414,Albertson 414,4301 212th St. SW,,Mountainlake Terrace,WA,98043,425-775-4154,No comment,DD-278,406-897-3729,2237,ASC Atlantic Salmon,CS22,22,3,3,Unit,3
122920-J STK,A376337,12/20/2020,ALB0414,Albertson 414,4301 212th St. SW,,Mountainlake Terrace,WA,98043,425-775-4154,No comment,DD-278,406-897-3729,2440,Crab Stick Imi  H.G. CS16,CS16,16,4,2,Unit,2
122920-J STK,A376337,12/20/2020,ALB0414,Albertson 414,4301 212th St. SW,,Mountainlake Terrace,WA,98043,425-775-4154,No comment,DD-278,406-897-3729,2442,AFC Crab Shredded CS16,CS16,16,5,1,Unit,1
122920-J STK,A376337,12/20/2020,ALB0414,Albertson 414,4301 212th St. SW,,Mountainlake Terrace,WA,98043,425-775-4154,No comment,DD-278,406-897-3729,2837,Chicken Skewers (Yakitori) 20bags/cs,CS,1,16407,1,Unit,1
122920-J STK,A376337,12/20/2020,ALB0414,Albertson 414,4301 212th St. SW,,Mountainlake Terrace,WA,98043,425-775-4154,No comment,DD-278,406-897-3729,3210,Ginger B 20LB,EACH,1,6,3,Unit,3
122920-J STK,A376337,12/20/2020,ALB0414,Albertson 414,4301 212th St. SW,,Mountainlake Terrace,WA,98043,425-775-4154,No comment,DD-278,406-897-3729,3245,PREMIUM RICE 40 lbs,BAG,1,8,6,Unit,6
122920-J STK,A376337,12/20/2020,ALB0414,Albertson 414,4301 212th St. SW,,Mountainlake Terrace,WA,98043,425-775-4154,No comment,DD-278,406-897-3729,3256,Vinegar  H-100 Natural 5.28gal,CS,1,9,2,Unit,2
122920-J STK,A376337,12/20/2020,ALB0414,Albertson 414,4301 212th St. SW,,Mountainlake Terrace,WA,98043,425-775-4154,No comment,DD-278,406-897-3729,3235,Soy Sauce L/S 1000 pc,CS,1,7,2,Unit,2
122920-J STK,A376337,12/20/2020,ALB0414,Albertson 414,4301 212th St. SW,,Mountainlake Terrace,WA,98043,425-775-4154,No comment,DD-278,406-897-3729,3280,Tapioca (Spring Roll Wrap) Paper 50pc,CS10,10,11,1,Unit,1
122920-J STK,A376337,12/20/2020,ALB0414,Albertson 414,4301 212th St. SW,,Mountainlake Terrace,WA,98043,425-775-4154,No comment,DD-278,406-897-3729,3290,Fried Onions 10/1kg,CS10,10,12,1,Unit,1
122920-J STK,A376337,12/20/2020,ALB0414,Albertson 414,4301 212th St. SW,,Mountainlake Terrace,WA,98043,425-775-4154,No comment,DD-278,406-897-3729,3404,Sushi Sauce Case  4/gal,CS4,4,13,1,Unit,1
122920-J STK,A376337,12/20/2020,ALB0414,Albertson 414,4301 212th St. SW,,Mountainlake Terrace,WA,98043,425-775-4154,No comment,DD-278,406-897-3729,3640,Green Tea  24 Can,CS,1,18,3,Unit,3
122920-J STK,A376337,12/20/2020,ALB0414,Albertson 414,4301 212th St. SW,,Mountainlake Terrace,WA,98043,425-775-4154,No comment,DD-278,406-897-3729,5199,AFC-40 Lid Pack,PK,1,23,4,Each,4
122920-J STK,A376337,12/20/2020,ALB0414,Albertson 414,4301 212th St. SW,,Mountainlake Terrace,WA,98043,425-775-4154,No comment,DD-278,406-897-3729,5195,AFC-40 Blue Body Pack,PK,1,22,4,Each,4
122920-J STK,A376337,12/20/2020,ALB0414,Albertson 414,4301 212th St. SW,,Mountainlake Terrace,WA,98043,425-775-4154,No comment,DD-278,406-897-3729,5190,AFC-30 Lid Pack,CS16,16,21,1,Each,16
122920-J STK,A376337,12/20/2020,ALB0414,Albertson 414,4301 212th St. SW,,Mountainlake Terrace,WA,98043,425-775-4154,No comment,DD-278,406-897-3729,5185,AFC-30 Blue Body Pack,CS16,16,20,1,Each,16
122920-J STK,A376337,12/20/2020,ALB0414,Albertson 414,4301 212th St. SW,,Mountainlake Terrace,WA,98043,425-775-4154,No comment,DD-278,406-897-3729,5175,AFC-20 Blue Body Pack,PK,1,19,5,Each,5
122920-J STK,A376337,12/20/2020,ALB0414,Albertson 414,4301 212th St. SW,,Mountainlake Terrace,WA,98043,425-775-4154,No comment,DD-278,406-897-3729,3265,Sesame Seeds 5LB,BAG,1,10,1,Each,1
122920-J STK,A376337,12/20/2020,ALB0414,Albertson 414,4301 212th St. SW,,Mountainlake Terrace,WA,98043,425-775-4154,No comment,DD-278,406-897-3729,3427,Sriracha L 28oz,CS12,12,14,1,Each,12
122920-J STK,A376337,12/20/2020,ALB0414,Albertson 414,4301 212th St. SW,,Mountainlake Terrace,WA,98043,425-775-4154,No comment,DD-278,406-897-3729,3605,Sushi Gari BOT,CS12,12,15,1,Unit,1
122920-J STK,A376337,12/20/2020,ALB0414,Albertson 414,4301 212th St. SW,,Mountainlake Terrace,WA,98043,425-775-4154,No comment,DD-278,406-897-3729,3610,R Sesame 4oz,CS12,12,16,1,Unit,1
122920-J STK,A376337,12/20/2020,ALB0414,Albertson 414,4301 212th St. SW,,Mountainlake Terrace,WA,98043,425-775-4154,No comment,DD-278,406-897-3729,3615,Grated Wasabi,CS20,20,17,1,Unit,1
122920-J STK,A376416,12/22/2020,FM-071,Fred Meyer    71,2000 W. Dimond Blvd.,,Anchorage,AK,99515,907-267-6703,No comment,AA-782,907-351-8084,2204,Tuna-A   (22),CS22,22,1,3,Unit,3
122920-J STK,A376416,12/22/2020,FM-071,Fred Meyer    71,2000 W. Dimond Blvd.,,Anchorage,AK,99515,907-267-6703,No comment,AA-782,907-351-8084,2209,Tuna C-Tatakimi 22lbs,CS22,22,2,5,Unit,5
122920-J STK,A376416,12/22/2020,FM-071,Fred Meyer    71,2000 W. Dimond Blvd.,,Anchorage,AK,99515,907-267-6703,No comment,AA-782,907-351-8084,2237,ASC Atlantic Salmon,CS22,22,3,2,Unit,2
122920-J STK,A376416,12/22/2020,FM-071,Fred Meyer    71,2000 W. Dimond Blvd.,,Anchorage,AK,99515,907-267-6703,No comment,AA-782,907-351-8084,2406,Shrimp Tray Vannamei 20tray/CS,CS20,20,4,3,Unit,3
122920-J STK,A376416,12/22/2020,FM-071,Fred Meyer    71,2000 W. Dimond Blvd.,,Anchorage,AK,99515,907-267-6703,No comment,AA-782,907-351-8084,2418,Tempura Shrimp 10Pc 15tray/CS,CS15,15,5,3,Unit,3
122920-J STK,A376416,12/22/2020,FM-071,Fred Meyer    71,2000 W. Dimond Blvd.,,Anchorage,AK,99515,907-267-6703,No comment,AA-782,907-351-8084,2436,Baby Shrimp 5 lbs 4bag/CS,CS4,4,6,1,Unit,1
122920-J STK,A376416,12/22/2020,FM-071,Fred Meyer    71,2000 W. Dimond Blvd.,,Anchorage,AK,99515,907-267-6703,No comment,AA-782,907-351-8084,2440,Crab Stick Imi  H.G. CS16,CS16,16,7,6,Unit,6
122920-J STK,A376416,12/22/2020,FM-071,Fred Meyer    71,2000 W. Dimond Blvd.,,Anchorage,AK,99515,907-267-6703,No comment,AA-782,907-351-8084,2442,AFC Crab Shredded CS16,CS16,16,8,4,Unit,4
122920-J STK,A376416,12/22/2020,FM-071,Fred Meyer    71,2000 W. Dimond Blvd.,,Anchorage,AK,99515,907-267-6703,No comment,AA-782,907-351-8084,2466,Real Crab   (5) 25lb/CS,CS25,25,9,2,Unit,2
122920-J STK,A376416,12/22/2020,FM-071,Fred Meyer    71,2000 W. Dimond Blvd.,,Anchorage,AK,99515,907-267-6703,No comment,AA-782,907-351-8084,2606,Natural Tempura Crispy 6bag/CS,CS6,6,10,1,Unit,1
122920-J STK,A376416,12/22/2020,FM-071,Fred Meyer    71,2000 W. Dimond Blvd.,,Anchorage,AK,99515,907-267-6703,No comment,AA-782,907-351-8084,2625,Fish Roe Masago 0.44 lbs  30pk/cs,CS30,30,11,1,Unit,1
122920-J STK,A376416,12/22/2020,FM-071,Fred Meyer    71,2000 W. Dimond Blvd.,,Anchorage,AK,99515,907-267-6703,No comment,AA-782,907-351-8084,2630,Tobiko Red  12/1.1 lbs/CS,CS12,12,12,1,Unit,1
122920-J STK,A376416,12/22/2020,FM-071,Fred Meyer    71,2000 W. Dimond Blvd.,,Anchorage,AK,99515,907-267-6703,No comment,AA-782,907-351-8084,2660,Edamame Beans 10/2lbs,CS10,10,13,1,Unit,1
122920-J STK,A376416,12/22/2020,FM-071,Fred Meyer    71,2000 W. Dimond Blvd.,,Anchorage,AK,99515,907-267-6703,No comment,AA-782,907-351-8084,2810,Grilled Dumpling Shrimp 30/CS,CS30,30,14,1,Unit,1
122920-J STK,A376416,12/22/2020,FM-071,Fred Meyer    71,2000 W. Dimond Blvd.,,Anchorage,AK,99515,907-267-6703,No comment,AA-782,907-351-8084,2821,Pork Shumai 108pc/CS,CS,1,15,3,Unit,3
122920-J STK,A376416,12/22/2020,FM-071,Fred Meyer    71,2000 W. Dimond Blvd.,,Anchorage,AK,99515,907-267-6703,No comment,AA-782,907-351-8084,2837,Chicken Skewers (Yakitori) 20bags/cs,CS,1,16433,1,Unit,1
122920-J STK,A376416,12/22/2020,FM-071,Fred Meyer    71,2000 W. Dimond Blvd.,,Anchorage,AK,99515,907-267-6703,No comment,AA-782,907-351-8084,3210,Ginger B 20LB,EACH,1,16,5,Unit,5
122920-J STK,A376416,12/22/2020,FM-071,Fred Meyer    71,2000 W. Dimond Blvd.,,Anchorage,AK,99515,907-267-6703,No comment,AA-782,907-351-8084,3256,Vinegar  H-100 Natural 5.28gal,CS,1,20,8,Unit,8
122920-J STK,A376416,12/22/2020,FM-071,Fred Meyer    71,2000 W. Dimond Blvd.,,Anchorage,AK,99515,907-267-6703,No comment,AA-782,907-351-8084,3220,Seaweed Nori 200 1/2SH,CS40,40,18,1,Unit,1
122920-J STK,A376416,12/22/2020,FM-071,Fred Meyer    71,2000 W. Dimond Blvd.,,Anchorage,AK,99515,907-267-6703,No comment,AA-782,907-351-8084,3235,Soy Sauce L/S 1000 pc,CS,1,19,6,Unit,6
122920-J STK,A376416,12/22/2020,FM-071,Fred Meyer    71,2000 W. Dimond Blvd.,,Anchorage,AK,99515,907-267-6703,No comment,AA-782,907-351-8084,3280,Tapioca (Spring Roll Wrap) Paper 50pc,CS10,10,21,3,Unit,3
122920-J STK,A376416,12/22/2020,FM-071,Fred Meyer    71,2000 W. Dimond Blvd.,,Anchorage,AK,99515,907-267-6703,No comment,AA-782,907-351-8084,3290,Fried Onions 10/1kg,CS10,10,22,3,Unit,3
122920-J STK,A376416,12/22/2020,FM-071,Fred Meyer    71,2000 W. Dimond Blvd.,,Anchorage,AK,99515,907-267-6703,No comment,AA-782,907-351-8084,3404,Sushi Sauce Case  4/gal,CS4,4,23,1,Unit,1
122920-J STK,A376416,12/22/2020,FM-071,Fred Meyer    71,2000 W. Dimond Blvd.,,Anchorage,AK,99515,907-267-6703,No comment,AA-782,907-351-8084,3418,Sweet  Chili SA 200,CS,1,25,4,Unit,4
122920-J STK,A376416,12/22/2020,FM-071,Fred Meyer    71,2000 W. Dimond Blvd.,,Anchorage,AK,99515,907-267-6703,No comment,AA-782,907-351-8084,3640,Green Tea  24 Can,CS,1,32,1,Unit,1
122920-J STK,A376416,12/22/2020,FM-071,Fred Meyer    71,2000 W. Dimond Blvd.,,Anchorage,AK,99515,907-267-6703,No comment,AA-782,907-351-8084,3648,Soy Sauce Bottle 24 cs,CS24,24,33,1,Unit,1
122920-J STK,A376416,12/22/2020,FM-071,Fred Meyer    71,2000 W. Dimond Blvd.,,Anchorage,AK,99515,907-267-6703,No comment,AA-782,907-351-8084,3655,Tofu Miso Soup 24/CS,CS,1,34,2,Unit,2
122920-J STK,A376416,12/22/2020,FM-071,Fred Meyer    71,2000 W. Dimond Blvd.,,Anchorage,AK,99515,907-267-6703,No comment,AA-782,907-351-8084,3660,Veg. Miso Soup 24/CS,CS,1,35,1,Unit,1
122920-J STK,A376416,12/22/2020,FM-071,Fred Meyer    71,2000 W. Dimond Blvd.,,Anchorage,AK,99515,907-267-6703,No comment,AA-782,907-351-8084,5199,AFC-40 Lid Pack,CS16,16,41,2,Each,32
122920-J STK,A376416,12/22/2020,FM-071,Fred Meyer    71,2000 W. Dimond Blvd.,,Anchorage,AK,99515,907-267-6703,No comment,AA-782,907-351-8084,5195,AFC-40 Blue Body Pack,CS16,16,40,2,Each,32
122920-J STK,A376416,12/22/2020,FM-071,Fred Meyer    71,2000 W. Dimond Blvd.,,Anchorage,AK,99515,907-267-6703,No comment,AA-782,907-351-8084,5190,AFC-30 Lid Pack,CS16,16,39,4,Each,64
122920-J STK,A376416,12/22/2020,FM-071,Fred Meyer    71,2000 W. Dimond Blvd.,,Anchorage,AK,99515,907-267-6703,No comment,AA-782,907-351-8084,5185,AFC-30 Blue Body Pack,CS16,16,38,4,Each,64
122920-J STK,A376416,12/22/2020,FM-071,Fred Meyer    71,2000 W. Dimond Blvd.,,Anchorage,AK,99515,907-267-6703,No comment,AA-782,907-351-8084,5160,AFC-4 Lid  Pack,CS24,24,37,4,Each,96
122920-J STK,A376416,12/22/2020,FM-071,Fred Meyer    71,2000 W. Dimond Blvd.,,Anchorage,AK,99515,907-267-6703,No comment,AA-782,907-351-8084,5155,AFC-4 Blue Body Pack,CS24,24,36,4,Each,96
122920-J STK,A376416,12/22/2020,FM-071,Fred Meyer    71,2000 W. Dimond Blvd.,,Anchorage,AK,99515,907-267-6703,No comment,AA-782,907-351-8084,3215,Wasabi 2.2lb,CS16,16,17,1,Each,16
122920-J STK,A376416,12/22/2020,FM-071,Fred Meyer    71,2000 W. Dimond Blvd.,,Anchorage,AK,99515,907-267-6703,No comment,AA-782,907-351-8084,3415,Hot Garlic Sauce,CS4,4,24,1,,1
122920-J STK,A376416,12/22/2020,FM-071,Fred Meyer    71,2000 W. Dimond Blvd.,,Anchorage,AK,99515,907-267-6703,No comment,AA-782,907-351-8084,3427,Sriracha L 28oz,CS12,12,26,1,Each,12
122920-J STK,A376416,12/22/2020,FM-071,Fred Meyer    71,2000 W. Dimond Blvd.,,Anchorage,AK,99515,907-267-6703,No comment,AA-782,907-351-8084,3635,Retail Sushi Seaweed 50pk,CS,1,31,2,Unit,2
122920-J STK,A376416,12/22/2020,FM-071,Fred Meyer    71,2000 W. Dimond Blvd.,,Anchorage,AK,99515,907-267-6703,No comment,AA-782,907-351-8084,3491,Premium AFC Poke Sauce 8/720g,CS,1,27,1,Unit,1
122920-J STK,A376416,12/22/2020,FM-071,Fred Meyer    71,2000 W. Dimond Blvd.,,Anchorage,AK,99515,907-267-6703,No comment,AA-782,907-351-8084,3605,Sushi Gari BOT,CS12,12,28,5,Unit,5
122920-J STK,A376416,12/22/2020,FM-071,Fred Meyer    71,2000 W. Dimond Blvd.,,Anchorage,AK,99515,907-267-6703,No comment,AA-782,907-351-8084,3610,R Sesame 4oz,CS12,12,29,4,Unit,4
122920-J STK,A376416,12/22/2020,FM-071,Fred Meyer    71,2000 W. Dimond Blvd.,,Anchorage,AK,99515,907-267-6703,No comment,AA-782,907-351-8084,3615,Grated Wasabi,CS20,20,30,1,Unit,1
122920-J STK,A376416,12/22/2020,FM-071,Fred Meyer    71,2000 W. Dimond Blvd.,,Anchorage,AK,99515,907-267-6703,No comment,AA-782,907-351-8084,5827,COP-18 Poke Bowl  Body Pk,PK,1,42,2,Each,2
122920-J STK,A376416,12/22/2020,FM-071,Fred Meyer    71,2000 W. Dimond Blvd.,,Anchorage,AK,99515,907-267-6703,No comment,AA-782,907-351-8084,5829,COP-18 Poke Bowl  Lid  Pk,PK,1,43,2,Each,2
122920-J STK,A376416,12/22/2020,FM-071,Fred Meyer    71,2000 W. Dimond Blvd.,,Anchorage,AK,99515,907-267-6703,No comment,AA-782,907-351-8084,6110,Baran Box 1000 pcs,PK,1,44,5,Each,5
122920-J STK,A376416,12/22/2020,FM-071,Fred Meyer    71,2000 W. Dimond Blvd.,,Anchorage,AK,99515,907-267-6703,No comment,AA-782,907-351-8084,6120,Chopstick 100PR,PK,1,45,15,Each,15
122920-J STK,A376416,12/22/2020,FM-071,Fred Meyer    71,2000 W. Dimond Blvd.,,Anchorage,AK,99515,907-267-6703,No comment,AA-782,907-351-8084,6208,Thermo Vertical Blue #3,CS16,16,46,2,Each,32
122920-J STK,A376416,12/22/2020,FM-071,Fred Meyer    71,2000 W. Dimond Blvd.,,Anchorage,AK,99515,907-267-6703,No comment,AA-782,907-351-8084,6675,Prep Item Label 500,ROLL,1,47,5,Each,5
122920-J STK,A376416,12/22/2020,FM-071,Fred Meyer    71,2000 W. Dimond Blvd.,,Anchorage,AK,99515,907-267-6703,No comment,AA-782,907-351-8084,8124,Makisu (S),EACH,1,48,20,Each,20
122920-J STK,A376416,12/22/2020,FM-071,Fred Meyer    71,2000 W. Dimond Blvd.,,Anchorage,AK,99515,907-267-6703,No comment,AA-782,907-351-8084,8905,Chef Coat White Medium,EACH,1,49,4,Each,4
122920-J STK,A376419,12/22/2020,FM-613,Fred Meyer 613,3527 South Fedral Way,,Boise,ID,83705,208-424-7500,No comment,A-821,208-703-9596,2204,Tuna-A   (22),CS22,22,1,2,Unit,2
122920-J STK,A376419,12/22/2020,FM-613,Fred Meyer 613,3527 South Fedral Way,,Boise,ID,83705,208-424-7500,No comment,A-821,208-703-9596,2209,Tuna C-Tatakimi 22lbs,CS22,22,2,2,Unit,2
122920-J STK,A376419,12/22/2020,FM-613,Fred Meyer 613,3527 South Fedral Way,,Boise,ID,83705,208-424-7500,No comment,A-821,208-703-9596,2237,ASC Atlantic Salmon,CS22,22,3,4,Unit,4
122920-J STK,A376419,12/22/2020,FM-613,Fred Meyer 613,3527 South Fedral Way,,Boise,ID,83705,208-424-7500,No comment,A-821,208-703-9596,2406,Shrimp Tray Vannamei 20tray/CS,CS20,20,4,1,Unit,1
122920-J STK,A376419,12/22/2020,FM-613,Fred Meyer 613,3527 South Fedral Way,,Boise,ID,83705,208-424-7500,No comment,A-821,208-703-9596,2418,Tempura Shrimp 10Pc 15tray/CS,CS15,15,5,2,Unit,2
122920-J STK,A376419,12/22/2020,FM-613,Fred Meyer 613,3527 South Fedral Way,,Boise,ID,83705,208-424-7500,No comment,A-821,208-703-9596,2440,Crab Stick Imi  H.G. CS16,CS16,16,6,6,Unit,6
122920-J STK,A376419,12/22/2020,FM-613,Fred Meyer 613,3527 South Fedral Way,,Boise,ID,83705,208-424-7500,No comment,A-821,208-703-9596,2442,AFC Crab Shredded CS16,CS16,16,7,2,Unit,2
122920-J STK,A376419,12/22/2020,FM-613,Fred Meyer 613,3527 South Fedral Way,,Boise,ID,83705,208-424-7500,No comment,A-821,208-703-9596,2672,Seabreeze Salad  24/1.1  LBS/CS,CS24,24,8,1,Unit,1
122920-J STK,A376419,12/22/2020,FM-613,Fred Meyer 613,3527 South Fedral Way,,Boise,ID,83705,208-424-7500,No comment,A-821,208-703-9596,2837,Chicken Skewers (Yakitori) 20bags/cs,CS,1,16408,1,Unit,1
122920-J STK,A376419,12/22/2020,FM-613,Fred Meyer 613,3527 South Fedral Way,,Boise,ID,83705,208-424-7500,No comment,A-821,208-703-9596,3245,PREMIUM RICE 40 lbs,BAG,1,11,6,Unit,6
122920-J STK,A376419,12/22/2020,FM-613,Fred Meyer 613,3527 South Fedral Way,,Boise,ID,83705,208-424-7500,No comment,A-821,208-703-9596,3256,Vinegar  H-100 Natural 5.28gal,CS,1,12,3,Unit,3
122920-J STK,A376419,12/22/2020,FM-613,Fred Meyer 613,3527 South Fedral Way,,Boise,ID,83705,208-424-7500,No comment,A-821,208-703-9596,3235,Soy Sauce L/S 1000 pc,CS,1,10,6,Unit,6
122920-J STK,A376419,12/22/2020,FM-613,Fred Meyer 613,3527 South Fedral Way,,Boise,ID,83705,208-424-7500,No comment,A-821,208-703-9596,3290,Fried Onions 10/1kg,CS10,10,13,3,Unit,3
122920-J STK,A376419,12/22/2020,FM-613,Fred Meyer 613,3527 South Fedral Way,,Boise,ID,83705,208-424-7500,No comment,A-821,208-703-9596,3640,Green Tea  24 Can,CS,1,19,1,Unit,1
122920-J STK,A376419,12/22/2020,FM-613,Fred Meyer 613,3527 South Fedral Way,,Boise,ID,83705,208-424-7500,No comment,A-821,208-703-9596,5199,AFC-40 Lid Pack,CS16,16,23,1,Each,16
122920-J STK,A376419,12/22/2020,FM-613,Fred Meyer 613,3527 South Fedral Way,,Boise,ID,83705,208-424-7500,No comment,A-821,208-703-9596,5195,AFC-40 Blue Body Pack,CS16,16,22,1,Each,16
122920-J STK,A376419,12/22/2020,FM-613,Fred Meyer 613,3527 South Fedral Way,,Boise,ID,83705,208-424-7500,No comment,A-821,208-703-9596,5160,AFC-4 Lid  Pack,CS24,24,21,1,Each,24
122920-J STK,A376419,12/22/2020,FM-613,Fred Meyer 613,3527 South Fedral Way,,Boise,ID,83705,208-424-7500,No comment,A-821,208-703-9596,5155,AFC-4 Blue Body Pack,CS24,24,20,1,Each,24
122920-J STK,A376419,12/22/2020,FM-613,Fred Meyer 613,3527 South Fedral Way,,Boise,ID,83705,208-424-7500,No comment,A-821,208-703-9596,3215,Wasabi 2.2lb,CS16,16,9,1,Each,16
122920-J STK,A376419,12/22/2020,FM-613,Fred Meyer 613,3527 South Fedral Way,,Boise,ID,83705,208-424-7500,No comment,A-821,208-703-9596,3412,Premium Spicy Sauce 0.5G,BOT,1,14,12,Each,12
