BatchId,OrderNo,DocDate,CustomerId,CustomerName,Address1,Address2,City,ST,Zip,Phone,Comment,FCID,FCPhone,ItemNo,ItemDesc,UOM,UOMQty,LineSeq,OrderQty,Unit/Each,PickQty
LANTER 121720,A376113,12/16/2020,PUB1485,Publix 1485 AFC Clear,2186 Cherry Road,,Rock Hill,SC,29732,--,thank you!,BB-505,704-421-5693,3280,Tapioca (Spring Roll Wrap) Paper 50pc,EACH,1,19,5,Unit,5
LANTER 121720,A376113,12/16/2020,PUB1485,Publix 1485 AFC Clear,2186 Cherry Road,,Rock Hill,SC,29732,--,thank you!,BB-505,704-421-5693,3290,Fried Onions 10/1kg,CS10,10,20,4,Unit,4
LANTER 121720,A376113,12/16/2020,PUB1485,Publix 1485 AFC Clear,2186 Cherry Road,,Rock Hill,SC,29732,--,thank you!,BB-505,704-421-5693,3406,Kik Ponzu Sauce 500pc,CS,1,21,1,Unit,1
LANTER 121720,A376113,12/16/2020,PUB1485,Publix 1485 AFC Clear,2186 Cherry Road,,Rock Hill,SC,29732,--,thank you!,BB-505,704-421-5693,3418,Sweet  Chili SA 200,CS,1,22,2,Unit,2
LANTER 121720,A376113,12/16/2020,PUB1485,Publix 1485 AFC Clear,2186 Cherry Road,,Rock Hill,SC,29732,--,thank you!,BB-505,704-421-5693,3443,**Classic Teriyaki Sauce 12 bag/1kg,CS12,12,24,4,Unit,4
LANTER 121720,A376113,12/16/2020,PUB1485,Publix 1485 AFC Clear,2186 Cherry Road,,Rock Hill,SC,29732,--,thank you!,BB-505,704-421-5693,3640,Green Tea  24 Can,CS,1,28,1,Unit,1
LANTER 121720,A376113,12/16/2020,PUB1485,Publix 1485 AFC Clear,2186 Cherry Road,,Rock Hill,SC,29732,--,thank you!,BB-505,704-421-5693,3655,Tofu Miso Soup 24/CS,CS,1,29,1,Unit,1
LANTER 121720,A376113,12/16/2020,PUB1485,Publix 1485 AFC Clear,2186 Cherry Road,,Rock Hill,SC,29732,--,thank you!,BB-505,704-421-5693,3660,Veg. Miso Soup 24/CS,CS,1,30,1,Unit,1
LANTER 121720,A376113,12/16/2020,PUB1485,Publix 1485 AFC Clear,2186 Cherry Road,,Rock Hill,SC,29732,--,thank you!,BB-505,704-421-5693,5199,AFC-40 Lid Pack,PK,1,36,5,Each,5
LANTER 121720,A376113,12/16/2020,PUB1485,Publix 1485 AFC Clear,2186 Cherry Road,,Rock Hill,SC,29732,--,thank you!,BB-505,704-421-5693,5196,AFC-40 Clear Body,PK,1,35,5,Each,5
LANTER 121720,A376113,12/16/2020,PUB1485,Publix 1485 AFC Clear,2186 Cherry Road,,Rock Hill,SC,29732,--,thank you!,BB-505,704-421-5693,5190,AFC-30 Lid Pack,CS16,16,34,3,Each,48
LANTER 121720,A376113,12/16/2020,PUB1485,Publix 1485 AFC Clear,2186 Cherry Road,,Rock Hill,SC,29732,--,thank you!,BB-505,704-421-5693,5186,AFC-30 Clear Body,CS16,16,33,3,Each,48
LANTER 121720,A376113,12/16/2020,PUB1485,Publix 1485 AFC Clear,2186 Cherry Road,,Rock Hill,SC,29732,--,thank you!,BB-505,704-421-5693,5180,AFC-20 Lid  Pack,CS16,16,32,1,Each,16
LANTER 121720,A376113,12/16/2020,PUB1485,Publix 1485 AFC Clear,2186 Cherry Road,,Rock Hill,SC,29732,--,thank you!,BB-505,704-421-5693,5176,AFC-20 Clear Body,CS16,16,31,1,Each,16
LANTER 121720,A376113,12/16/2020,PUB1485,Publix 1485 AFC Clear,2186 Cherry Road,,Rock Hill,SC,29732,--,thank you!,BB-505,704-421-5693,3215,Wasabi 2.2lb,CS16,16,11,1,Each,16
LANTER 121720,A376113,12/16/2020,PUB1485,Publix 1485 AFC Clear,2186 Cherry Road,,Rock Hill,SC,29732,--,thank you!,BB-505,704-421-5693,3265,Sesame Seeds 5LB,BAG,1,17,2,Each,2
LANTER 121720,A376113,12/16/2020,PUB1485,Publix 1485 AFC Clear,2186 Cherry Road,,Rock Hill,SC,29732,--,thank you!,BB-505,704-421-5693,3270,Sesame Seed Blk 8oz,BOT,1,18,5,Each,5
LANTER 121720,A376113,12/16/2020,PUB1485,Publix 1485 AFC Clear,2186 Cherry Road,,Rock Hill,SC,29732,--,thank you!,BB-505,704-421-5693,3427,Sriracha L 28oz,CS12,12,23,1,Each,12
LANTER 121720,A376113,12/16/2020,PUB1485,Publix 1485 AFC Clear,2186 Cherry Road,,Rock Hill,SC,29732,--,thank you!,BB-505,704-421-5693,3491,Premium AFC Poke Sauce 8/720g,CS,1,25,1,Unit,1
LANTER 121720,A376113,12/16/2020,PUB1485,Publix 1485 AFC Clear,2186 Cherry Road,,Rock Hill,SC,29732,--,thank you!,BB-505,704-421-5693,3605,Sushi Gari BOT,CS12,12,26,1,Unit,1
LANTER 121720,A376113,12/16/2020,PUB1485,Publix 1485 AFC Clear,2186 Cherry Road,,Rock Hill,SC,29732,--,thank you!,BB-505,704-421-5693,3610,R Sesame 4oz,CS12,12,27,1,Unit,1
LANTER 121720,A376113,12/16/2020,PUB1485,Publix 1485 AFC Clear,2186 Cherry Road,,Rock Hill,SC,29732,--,thank you!,BB-505,704-421-5693,5412,AFC-18 White Body,PK,1,37,12,Each,12
LANTER 121720,A376113,12/16/2020,PUB1485,Publix 1485 AFC Clear,2186 Cherry Road,,Rock Hill,SC,29732,--,thank you!,BB-505,704-421-5693,5416,AFC-18 Lid  50 pcs,PK,1,38,12,Each,12
LANTER 121720,A376113,12/16/2020,PUB1485,Publix 1485 AFC Clear,2186 Cherry Road,,Rock Hill,SC,29732,--,thank you!,BB-505,704-421-5693,5823,COP-R15 Body PK 50pc,PK,1,39,8,,8
LANTER 121720,A376113,12/16/2020,PUB1485,Publix 1485 AFC Clear,2186 Cherry Road,,Rock Hill,SC,29732,--,thank you!,BB-505,704-421-5693,5824,COP-R15 Lid PK 50pc,PK,1,40,8,,8
LANTER 121720,A376113,12/16/2020,PUB1485,Publix 1485 AFC Clear,2186 Cherry Road,,Rock Hill,SC,29732,--,thank you!,BB-505,704-421-5693,5827,COP-18 Poke Bowl  Body Pk,PK,1,41,6,Each,6
LANTER 121720,A376113,12/16/2020,PUB1485,Publix 1485 AFC Clear,2186 Cherry Road,,Rock Hill,SC,29732,--,thank you!,BB-505,704-421-5693,5829,COP-18 Poke Bowl  Lid  Pk,PK,1,42,6,Each,6
LANTER 121720,A376113,12/16/2020,PUB1485,Publix 1485 AFC Clear,2186 Cherry Road,,Rock Hill,SC,29732,--,thank you!,BB-505,704-421-5693,6110,Baran Box 1000 pcs,PK,1,43,5,Each,5
LANTER 121720,A376113,12/16/2020,PUB1485,Publix 1485 AFC Clear,2186 Cherry Road,,Rock Hill,SC,29732,--,thank you!,BB-505,704-421-5693,6120,Chopstick 100PR,PK,1,44,20,Each,20
LANTER 121720,A376113,12/16/2020,PUB1485,Publix 1485 AFC Clear,2186 Cherry Road,,Rock Hill,SC,29732,--,thank you!,BB-505,704-421-5693,6609,"New" Sticker Yellow,ROLL,1,45,3,Each,3
LANTER 121720,A376118,12/16/2020,HT-347,Harris Teeter 347,2639 Lawndale Dr.,,Greensboro,NC,27408,336-545-1354,No comment,BB-373,336-804-9918,2204,Tuna-A   (22),CS22,22,1,1,Unit,1
LANTER 121720,A376118,12/16/2020,HT-347,Harris Teeter 347,2639 Lawndale Dr.,,Greensboro,NC,27408,336-545-1354,No comment,BB-373,336-804-9918,2209,Tuna C-Tatakimi 22lbs,CS22,22,2,2,Unit,2
LANTER 121720,A376118,12/16/2020,HT-347,Harris Teeter 347,2639 Lawndale Dr.,,Greensboro,NC,27408,336-545-1354,No comment,BB-373,336-804-9918,2237,ASC Atlantic Salmon,CS22,22,3,3,Unit,3
LANTER 121720,A376118,12/16/2020,HT-347,Harris Teeter 347,2639 Lawndale Dr.,,Greensboro,NC,27408,336-545-1354,No comment,BB-373,336-804-9918,2406,Shrimp Tray Vannamei 20tray/CS,CS20,20,4,1,Unit,1
LANTER 121720,A376118,12/16/2020,HT-347,Harris Teeter 347,2639 Lawndale Dr.,,Greensboro,NC,27408,336-545-1354,No comment,BB-373,336-804-9918,2436,Baby Shrimp 5 lbs 4bag/CS,CS4,4,5,2,Unit,2
LANTER 121720,A376118,12/16/2020,HT-347,Harris Teeter 347,2639 Lawndale Dr.,,Greensboro,NC,27408,336-545-1354,No comment,BB-373,336-804-9918,2440,Crab Stick Imi  H.G. CS16,CS16,16,6,3,Unit,3
LANTER 121720,A376118,12/16/2020,HT-347,Harris Teeter 347,2639 Lawndale Dr.,,Greensboro,NC,27408,336-545-1354,No comment,BB-373,336-804-9918,2442,AFC Crab Shredded CS16,CS16,16,7,2,Unit,2
LANTER 121720,A376118,12/16/2020,HT-347,Harris Teeter 347,2639 Lawndale Dr.,,Greensboro,NC,27408,336-545-1354,No comment,BB-373,336-804-9918,2810,Grilled Dumpling Shrimp 30/CS,CS30,30,8,2,Unit,2
LANTER 121720,A376118,12/16/2020,HT-347,Harris Teeter 347,2639 Lawndale Dr.,,Greensboro,NC,27408,336-545-1354,No comment,BB-373,336-804-9918,2837,Chicken Skewers (Yakitori) 20bags/cs,CS,1,48,1,Unit,1
LANTER 121720,A376118,12/16/2020,HT-347,Harris Teeter 347,2639 Lawndale Dr.,,Greensboro,NC,27408,336-545-1354,No comment,BB-373,336-804-9918,6304,Warm Up Microwave Sticker,ROLL,1,53,1,,1
LANTER 121720,A376118,12/16/2020,HT-347,Harris Teeter 347,2639 Lawndale Dr.,,Greensboro,NC,27408,336-545-1354,No comment,BB-373,336-804-9918,8524,Fish Container Top,EACH,1,32,2,Each,2
LANTER 121720,A376118,12/16/2020,HT-347,Harris Teeter 347,2639 Lawndale Dr.,,Greensboro,NC,27408,336-545-1354,No comment,BB-373,336-804-9918,3245,PREMIUM RICE 40 lbs,BAG,1,12,3,Unit,3
LANTER 121720,A376118,12/16/2020,HT-347,Harris Teeter 347,2639 Lawndale Dr.,,Greensboro,NC,27408,336-545-1354,No comment,BB-373,336-804-9918,3220,Seaweed Nori 200 1/2SH,CS40,40,10,1,Unit,1
LANTER 121720,A376118,12/16/2020,HT-347,Harris Teeter 347,2639 Lawndale Dr.,,Greensboro,NC,27408,336-545-1354,No comment,BB-373,336-804-9918,3235,Soy Sauce L/S 1000 pc,CS,1,11,4,Unit,4
LANTER 121720,A376118,12/16/2020,HT-347,Harris Teeter 347,2639 Lawndale Dr.,,Greensboro,NC,27408,336-545-1354,No comment,BB-373,336-804-9918,3290,Fried Onions 10/1kg,CS10,10,14,2,Unit,2
LANTER 121720,A376118,12/16/2020,HT-347,Harris Teeter 347,2639 Lawndale Dr.,,Greensboro,NC,27408,336-545-1354,No comment,BB-373,336-804-9918,3404,Sushi Sauce Case  4/gal,CS4,4,15,1,Unit,1
LANTER 121720,A376118,12/16/2020,HT-347,Harris Teeter 347,2639 Lawndale Dr.,,Greensboro,NC,27408,336-545-1354,No comment,BB-373,336-804-9918,3648,Soy Sauce Bottle 24 cs,CS24,24,19,1,Unit,1
LANTER 121720,A376118,12/16/2020,HT-347,Harris Teeter 347,2639 Lawndale Dr.,,Greensboro,NC,27408,336-545-1354,No comment,BB-373,336-804-9918,5190,AFC-30 Lid Pack,CS16,16,24,1,Each,16
LANTER 121720,A376118,12/16/2020,HT-347,Harris Teeter 347,2639 Lawndale Dr.,,Greensboro,NC,27408,336-545-1354,No comment,BB-373,336-804-9918,5185,AFC-30 Blue Body Pack,CS16,16,23,1,Each,16
LANTER 121720,A376118,12/16/2020,HT-347,Harris Teeter 347,2639 Lawndale Dr.,,Greensboro,NC,27408,336-545-1354,No comment,BB-373,336-804-9918,5160,AFC-4 Lid  Pack,CS24,24,22,1,Each,24
LANTER 121720,A376118,12/16/2020,HT-347,Harris Teeter 347,2639 Lawndale Dr.,,Greensboro,NC,27408,336-545-1354,No comment,BB-373,336-804-9918,5155,AFC-4 Blue Body Pack,CS24,24,21,1,Each,24
LANTER 121720,A376118,12/16/2020,HT-347,Harris Teeter 347,2639 Lawndale Dr.,,Greensboro,NC,27408,336-545-1354,No comment,BB-373,336-804-9918,3215,Wasabi 2.2lb,CS16,16,9,1,Each,16
LANTER 121720,A376118,12/16/2020,HT-347,Harris Teeter 347,2639 Lawndale Dr.,,Greensboro,NC,27408,336-545-1354,No comment,BB-373,336-804-9918,3265,Sesame Seeds 5LB,BAG,1,13,1,Each,1
LANTER 121720,A376118,12/16/2020,HT-347,Harris Teeter 347,2639 Lawndale Dr.,,Greensboro,NC,27408,336-545-1354,No comment,BB-373,336-804-9918,3424,Spicy Sesame Oil,BOT,1,16,1,Each,1
LANTER 121720,A376118,12/16/2020,HT-347,Harris Teeter 347,2639 Lawndale Dr.,,Greensboro,NC,27408,336-545-1354,No comment,BB-373,336-804-9918,3605,Sushi Gari BOT,CS12,12,17,2,Unit,2
LANTER 121720,A376118,12/16/2020,HT-347,Harris Teeter 347,2639 Lawndale Dr.,,Greensboro,NC,27408,336-545-1354,No comment,BB-373,336-804-9918,3610,R Sesame 4oz,CS12,12,18,1,Unit,1
LANTER 121720,A376118,12/16/2020,HT-347,Harris Teeter 347,2639 Lawndale Dr.,,Greensboro,NC,27408,336-545-1354,No comment,BB-373,336-804-9918,5145,AFC-16 Clear Body,PK,1,20,1,Each,1
LANTER 121720,A376118,12/16/2020,HT-347,Harris Teeter 347,2639 Lawndale Dr.,,Greensboro,NC,27408,336-545-1354,No comment,BB-373,336-804-9918,5645,SF-55 White Bowl Body 50pc,CS12,12,25,1,Each,12
LANTER 121720,A376118,12/16/2020,HT-347,Harris Teeter 347,2639 Lawndale Dr.,,Greensboro,NC,27408,336-545-1354,No comment,BB-373,336-804-9918,5646,SF-55 Bowl Lid 50pc,CS12,12,26,1,Each,12
LANTER 121720,A376118,12/16/2020,HT-347,Harris Teeter 347,2639 Lawndale Dr.,,Greensboro,NC,27408,336-545-1354,No comment,BB-373,336-804-9918,6208,Thermo Vertical Blue #3,CS16,16,27,1,Each,16
LANTER 121720,A376118,12/16/2020,HT-347,Harris Teeter 347,2639 Lawndale Dr.,,Greensboro,NC,27408,336-545-1354,No comment,BB-373,336-804-9918,8162,Buffer Solution,SET,2,31,1,Each,2
LANTER 121720,A376118,12/16/2020,HT-347,Harris Teeter 347,2639 Lawndale Dr.,,Greensboro,NC,27408,336-545-1354,No comment,BB-373,336-804-9918,6296,$5 Red Sticker,ROLL,1,28,2,Each,2
LANTER 121720,A376118,12/16/2020,HT-347,Harris Teeter 347,2639 Lawndale Dr.,,Greensboro,NC,27408,336-545-1354,No comment,BB-373,336-804-9918,6297,$5 Barcode Sticker,EACH,1,29,2,Each,2
LANTER 121720,A376118,12/16/2020,HT-347,Harris Teeter 347,2639 Lawndale Dr.,,Greensboro,NC,27408,336-545-1354,No comment,BB-373,336-804-9918,6624,Clear Dumpling  Microwave Instruction Sticker 250 pcs,ROLL,1,30,1,Each,1
LANTER 121720,A376118,12/16/2020,HT-347,Harris Teeter 347,2639 Lawndale Dr.,,Greensboro,NC,27408,336-545-1354,No comment,BB-373,336-804-9918,8712,PH Tester Paper,EACH,1,33,1,Each,1
LANTER 121720,A376119,12/16/2020,HT-366,Harris Teeter 366,4701 Smith Farm Rd,,Charlotte,NC,28216,--,No comment,CC-391,615-779-3523,2204,Tuna-A   (22),CS22,22,1,2,Unit,2
LANTER 121720,A376119,12/16/2020,HT-366,Harris Teeter 366,4701 Smith Farm Rd,,Charlotte,NC,28216,--,No comment,CC-391,615-779-3523,2209,Tuna C-Tatakimi 22lbs,CS22,22,2,1,Unit,1
LANTER 121720,A376119,12/16/2020,HT-366,Harris Teeter 366,4701 Smith Farm Rd,,Charlotte,NC,28216,--,No comment,CC-391,615-779-3523,2237,ASC Atlantic Salmon,CS22,22,3,4,Unit,4
LANTER 121720,A376119,12/16/2020,HT-366,Harris Teeter 366,4701 Smith Farm Rd,,Charlotte,NC,28216,--,No comment,CC-391,615-779-3523,2418,Tempura Shrimp 10Pc 15tray/CS,CS15,15,4,5,Unit,5
LANTER 121720,A376119,12/16/2020,HT-366,Harris Teeter 366,4701 Smith Farm Rd,,Charlotte,NC,28216,--,No comment,CC-391,615-779-3523,2436,Baby Shrimp 5 lbs 4bag/CS,CS4,4,5,3,Unit,3
LANTER 121720,A376119,12/16/2020,HT-366,Harris Teeter 366,4701 Smith Farm Rd,,Charlotte,NC,28216,--,No comment,CC-391,615-779-3523,2440,Crab Stick Imi  H.G. CS16,CS16,16,6,3,Unit,3
LANTER 121720,A376119,12/16/2020,HT-366,Harris Teeter 366,4701 Smith Farm Rd,,Charlotte,NC,28216,--,No comment,CC-391,615-779-3523,2442,AFC Crab Shredded CS16,CS16,16,7,3,Unit,3
LANTER 121720,A376119,12/16/2020,HT-366,Harris Teeter 366,4701 Smith Farm Rd,,Charlotte,NC,28216,--,No comment,CC-391,615-779-3523,2672,Seabreeze Salad  24/1.1  LBS/CS,CS24,24,8,1,Unit,1
LANTER 121720,A376119,12/16/2020,HT-366,Harris Teeter 366,4701 Smith Farm Rd,,Charlotte,NC,28216,--,No comment,CC-391,615-779-3523,2678,Calamari Salad  24/1.1 lbs/CS,CS24,24,9,1,Unit,1
LANTER 121720,A376119,12/16/2020,HT-366,Harris Teeter 366,4701 Smith Farm Rd,,Charlotte,NC,28216,--,No comment,CC-391,615-779-3523,2810,Grilled Dumpling Shrimp 30/CS,CS30,30,10,1,Unit,1
LANTER 121720,A376119,12/16/2020,HT-366,Harris Teeter 366,4701 Smith Farm Rd,,Charlotte,NC,28216,--,No comment,CC-391,615-779-3523,2826,Asian BBQ Beef 30#,CS,1,11,1,Unit,1
LANTER 121720,A376119,12/16/2020,HT-366,Harris Teeter 366,4701 Smith Farm Rd,,Charlotte,NC,28216,--,No comment,CC-391,615-779-3523,2831,Crispy Chicken (Karaage) 30#/CS,CS,1,12,10,Unit,10
LANTER 121720,A376119,12/16/2020,HT-366,Harris Teeter 366,4701 Smith Farm Rd,,Charlotte,NC,28216,--,No comment,CC-391,615-779-3523,2836,#3 Teriyaki Chicken OH,CS,1,13,12,Unit,12
LANTER 121720,A376119,12/16/2020,HT-366,Harris Teeter 366,4701 Smith Farm Rd,,Charlotte,NC,28216,--,No comment,CC-391,615-779-3523,2837,Chicken Skewers (Yakitori) 20bags/cs,CS,1,51,1,Unit,1
LANTER 121720,A376119,12/16/2020,HT-366,Harris Teeter 366,4701 Smith Farm Rd,,Charlotte,NC,28216,--,No comment,CC-391,615-779-3523,6304,Warm Up Microwave Sticker,ROLL,1,56,1,,1
LANTER 121720,A376119,12/16/2020,HT-366,Harris Teeter 366,4701 Smith Farm Rd,,Charlotte,NC,28216,--,No comment,CC-391,615-779-3523,3246,AFC Brown Rice  40#,BAG,1,16,2,Unit,2
LANTER 121720,A376119,12/16/2020,HT-366,Harris Teeter 366,4701 Smith Farm Rd,,Charlotte,NC,28216,--,No comment,CC-391,615-779-3523,3256,Vinegar  H-100 Natural 5.28gal,CS,1,17,7,Unit,7
LANTER 121720,A376119,12/16/2020,HT-366,Harris Teeter 366,4701 Smith Farm Rd,,Charlotte,NC,28216,--,No comment,CC-391,615-779-3523,3220,Seaweed Nori 200 1/2SH,CS40,40,14,1,Unit,1
LANTER 121720,A376119,12/16/2020,HT-366,Harris Teeter 366,4701 Smith Farm Rd,,Charlotte,NC,28216,--,No comment,CC-391,615-779-3523,3235,Soy Sauce L/S 1000 pc,CS,1,15,5,Unit,5
LANTER 121720,A376119,12/16/2020,HT-366,Harris Teeter 366,4701 Smith Farm Rd,,Charlotte,NC,28216,--,No comment,CC-391,615-779-3523,3437,**Sweet & Sour Sauce,CS4,4,19,1,Unit,1
LANTER 121720,A376119,12/16/2020,HT-366,Harris Teeter 366,4701 Smith Farm Rd,,Charlotte,NC,28216,--,No comment,CC-391,615-779-3523,3438,**AFC Yakiniku Sauce,CS4,4,20,1,Unit,1
LANTER 121720,A376119,12/16/2020,HT-366,Harris Teeter 366,4701 Smith Farm Rd,,Charlotte,NC,28216,--,No comment,CC-391,615-779-3523,3640,Green Tea  24 Can,CS,1,24,1,Unit,1
LANTER 121720,A376119,12/16/2020,HT-366,Harris Teeter 366,4701 Smith Farm Rd,,Charlotte,NC,28216,--,No comment,CC-391,615-779-3523,5190,AFC-30 Lid Pack,CS16,16,28,1,Each,16
LANTER 121720,A376119,12/16/2020,HT-366,Harris Teeter 366,4701 Smith Farm Rd,,Charlotte,NC,28216,--,No comment,CC-391,615-779-3523,5185,AFC-30 Blue Body Pack,CS16,16,27,1,Each,16
LANTER 121720,A376119,12/16/2020,HT-366,Harris Teeter 366,4701 Smith Farm Rd,,Charlotte,NC,28216,--,No comment,CC-391,615-779-3523,5160,AFC-4 Lid  Pack,CS24,24,26,2,Each,48
LANTER 121720,A376119,12/16/2020,HT-366,Harris Teeter 366,4701 Smith Farm Rd,,Charlotte,NC,28216,--,No comment,CC-391,615-779-3523,5155,AFC-4 Blue Body Pack,CS24,24,25,2,Each,48
LANTER 121720,A376119,12/16/2020,HT-366,Harris Teeter 366,4701 Smith Farm Rd,,Charlotte,NC,28216,--,No comment,CC-391,615-779-3523,3265,Sesame Seeds 5LB,BAG,1,18,1,Each,1
LANTER 121720,A376119,12/16/2020,HT-366,Harris Teeter 366,4701 Smith Farm Rd,,Charlotte,NC,28216,--,No comment,CC-391,615-779-3523,3491,Premium AFC Poke Sauce 8/720g,CS,1,21,1,Unit,1
LANTER 121720,A376119,12/16/2020,HT-366,Harris Teeter 366,4701 Smith Farm Rd,,Charlotte,NC,28216,--,No comment,CC-391,615-779-3523,3610,R Sesame 4oz,CS12,12,22,1,Unit,1
LANTER 121720,A376119,12/16/2020,HT-366,Harris Teeter 366,4701 Smith Farm Rd,,Charlotte,NC,28216,--,No comment,CC-391,615-779-3523,3615,Grated Wasabi,CS20,20,23,1,Unit,1
LANTER 121720,A376119,12/16/2020,HT-366,Harris Teeter 366,4701 Smith Farm Rd,,Charlotte,NC,28216,--,No comment,CC-391,615-779-3523,5412,AFC-18 White Body,PK,1,29,5,Each,5
LANTER 121720,A376119,12/16/2020,HT-366,Harris Teeter 366,4701 Smith Farm Rd,,Charlotte,NC,28216,--,No comment,CC-391,615-779-3523,5416,AFC-18 Lid  50 pcs,PK,1,30,8,Each,8
LANTER 121720,A376119,12/16/2020,HT-366,Harris Teeter 366,4701 Smith Farm Rd,,Charlotte,NC,28216,--,No comment,CC-391,615-779-3523,5827,COP-18 Poke Bowl  Body Pk,PK,1,31,4,Each,4
LANTER 121720,A376119,12/16/2020,HT-366,Harris Teeter 366,4701 Smith Farm Rd,,Charlotte,NC,28216,--,No comment,CC-391,615-779-3523,5829,COP-18 Poke Bowl  Lid  Pk,PK,1,32,3,Each,3
LANTER 121720,A376119,12/16/2020,HT-366,Harris Teeter 366,4701 Smith Farm Rd,,Charlotte,NC,28216,--,No comment,CC-391,615-779-3523,6120,Chopstick 100PR,CS32,32,33,1,Each,32
LANTER 121720,A376119,12/16/2020,HT-366,Harris Teeter 366,4701 Smith Farm Rd,,Charlotte,NC,28216,--,No comment,CC-391,615-779-3523,6285,Thermo Vertical Yamato,ROLL,1,34,16,Each,16
LANTER 121720,A376119,12/16/2020,HT-366,Harris Teeter 366,4701 Smith Farm Rd,,Charlotte,NC,28216,--,No comment,CC-391,615-779-3523,8162,Buffer Solution,SET,2,36,1,Each,2
